Year,Province_ID,Province_Sale_ID,Fert_ID,Method_ID,Crop_Type,Fertilizer_Applied,Emissions,EcoDistrict
1990,AB,AB,1,1,Annual,9645.865824,1537.786115,686
1990,AB,AB,1,1,Annual,10405.42506,1651.641668,615
1990,AB,AB,1,1,Annual,11216.81012,1823.722776,1018
1990,AB,AB,1,1,Annual,14320.81926,2376.421443,797
1990,AB,AB,1,1,Annual,14777.94883,2354.037826,777
1990,AB,AB,1,1,Annual,14964.7048,3085.149491,811
1990,AB,AB,1,1,Annual,15095.2052,2491.541377,818
1990,AB,AB,1,1,Annual,15407.33212,2445.204552,829
1990,AB,AB,1,1,Annual,15799.67163,2551.03633,684
1990,AB,AB,1,1,Annual,16796.03948,2679.31124,703
1990,AB,AB,1,1,Annual,17668.93719,2803.239935,815
1990,AB,AB,1,1,Annual,18371.38252,3008.862157,687
1990,AB,AB,1,1,Annual,24182.67608,3936.121619,812
1990,AB,AB,1,1,Annual,24491.63825,3913.782792,708
1990,AB,AB,1,1,Annual,25301.55964,4126.764099,779
1990,AB,AB,1,1,Annual,26975.73379,4317.175889,587
1990,AB,AB,1,1,Annual,27099.57464,5767.714893,787
1990,AB,AB,1,1,Annual,30874.93794,6374.680301,821
1990,AB,AB,1,1,Annual,37499.63834,6766.561152,790
1990,AB,AB,1,1,Annual,38016.7507,6078.461341,597
1990,AB,AB,1,1,Annual,38787.31874,6214.470087,804
1990,AB,AB,1,1,Annual,39448.43806,8295.168334,9787
1990,AB,AB,1,1,Annual,42075.03248,7280.303669,788
1990,AB,AB,1,1,Annual,42466.28754,6794.076706,594
1990,AB,AB,1,1,Annual,45635.19338,7490.497505,801
1990,AB,AB,1,1,Annual,52619.56544,8505.795548,743
1990,AB,AB,1,1,Annual,53439.65803,8543.875945,806
1990,AB,AB,1,1,Annual,54008.64599,10838.71016,809
1990,AB,AB,1,1,Annual,59215.97128,9719.627602,799
1990,AB,AB,1,1,Annual,60027.40336,9612.044148,683
1990,AB,AB,1,1,Annual,60620.14986,9732.231342,590
1990,AB,AB,1,1,Annual,61012.07468,10549.60445,823
1990,AB,AB,1,1,Annual,61561.91896,10528.49399,786
1990,AB,AB,1,1,Annual,64470.69146,10560.18033,750
1990,AB,AB,1,1,Annual,64899.65652,10632.5096,599
1990,AB,AB,1,1,Annual,67745.59808,12792.9271,771
1990,AB,AB,1,1,Annual,67938.06982,11083.6016,9593
1990,AB,AB,1,1,Annual,73453.77119,11917.76999,680
1990,AB,AB,1,1,Annual,73888.48341,11866.11852,678
1990,AB,AB,1,1,Annual,78979.63507,12810.20461,593
1990,AB,AB,1,1,Annual,79605.37802,12925.52095,598
1990,AB,AB,1,1,Annual,80017.51615,13133.9644,802
1990,AB,AB,1,1,Annual,80453.88152,13073.51919,681
1990,AB,AB,1,1,Annual,82128.47188,14435.96318,739
1990,AB,AB,1,1,Annual,82902.40256,13402.65466,688
1990,AB,AB,1,1,Annual,88602.75005,14362.78925,595
1990,AB,AB,1,1,Annual,90777.27503,14619.52072,592
1990,AB,AB,1,1,Annual,94674.41381,15099.26758,596
1990,AB,AB,1,1,Annual,101527.6391,16179.21404,769
1990,AB,AB,1,1,Annual,104706.2043,16913.47813,591
1990,AB,AB,1,1,Annual,107383.9845,20976.53262,791
1990,AB,AB,1,1,Annual,112168.9298,18105.55706,588
1990,AB,AB,1,1,Annual,114288.1054,18316.10261,586
1990,AB,AB,1,1,Annual,135244.534,22169.70946,737
1990,AB,AB,1,1,Annual,138743.0666,22539.07673,9687
1990,AB,AB,1,1,Annual,144886.6201,23585.38113,781
1990,AB,AB,1,1,Annual,163204.5371,26564.56225,729
1990,AB,AB,1,1,Annual,166414.8793,29818.62935,800
1990,AB,AB,1,1,Annual,170279.8914,27949.50579,746
1990,AB,AB,1,1,Annual,175967.325,28815.23044,740
1990,AB,AB,1,1,Annual,177622.5219,28726.56689,738
1990,AB,AB,1,1,Annual,208709.5382,33982.50159,728
1990,AB,AB,1,1,Annual,223748.6128,36673.275,744
1990,AB,AB,1,1,Annual,243133.0006,41403.69722,793
1990,AB,AB,1,1,Annual,249716.0176,50680.07233,828
1990,AB,AB,1,1,Annual,267371.9832,43654.0566,727
1990,AB,AB,1,1,Annual,404821.8183,78493.64072,798
1990,AB,AB,1,1,Annual,519617.6211,83715.34729,731
1990,AB,AB,1,1,Annual,547376.9621,89481.56251,730
1990,AB,AB,1,2,Annual,0,0,622
1990,AB,AB,1,2,Annual,0,0,623
1990,AB,AB,1,2,Annual,0,0,625
1990,AB,AB,1,2,Annual,0,0,626
1990,AB,AB,1,2,Annual,0,0,629
1990,AB,AB,1,2,Annual,0,0,630
1990,AB,AB,1,2,Annual,0,0,631
1990,AB,AB,1,2,Annual,0,0,692
1990,AB,AB,1,2,Annual,1095.183428,48.6390312,583
1990,AB,AB,1,2,Annual,1801.38784,81.95099959,609
1990,AB,AB,1,2,Annual,3725.500103,163.8031188,619
1990,AB,AB,1,2,Annual,8208.873652,360.9284844,9607
1990,AB,AB,1,2,Annual,9168.408191,403.1173841,584
1990,AB,AB,1,2,Annual,9448.74032,415.443052,650
1990,AB,AB,1,2,Annual,10071.80431,442.8379849,244
1990,AB,AB,1,2,Annual,24336.56013,1086.714241,838
1990,AB,AB,1,2,Annual,26547.04636,1205.418181,1016
1990,AB,AB,1,2,Annual,31942.68445,1404.458781,611
1990,AB,AB,1,2,Annual,34628.51493,1522.549614,589
1990,AB,AB,1,2,Annual,39421.57179,1734.283766,600
1990,AB,AB,1,2,Annual,41183.60724,1823.560668,612
1990,AB,AB,1,2,Annual,50325.60815,2226.0106,617
1990,AB,AB,1,2,Annual,51484.30948,2342.188913,836
1990,AB,AB,1,2,Annual,70220.14519,3121.846481,9609
1990,AB,AB,1,2,Annual,71346.64052,3719.472088,814
1990,AB,AB,1,2,Annual,81547.17939,3605.227975,616
1990,AB,AB,1,2,Annual,85805.71324,4271.52619,805
1990,AB,AB,1,2,Annual,97456.84632,4284.991258,679
1990,AB,AB,1,2,Annual,101880.7848,4522.840326,610
1990,AB,AB,1,2,Annual,105961.4716,4658.923378,618
1990,AB,AB,1,2,Annual,108578.1678,4923.014473,837
1990,AB,AB,1,2,Annual,117952.9626,6139.475936,833
1990,AB,AB,1,2,Annual,129355.3364,5756.557922,732
1990,AB,AB,1,2,Annual,130219.1886,5753.948411,686
1990,AB,AB,1,2,Annual,140473.2383,6179.962779,615
1990,AB,AB,1,2,Annual,151426.9366,6823.840239,1018
1990,AB,AB,1,2,Annual,193331.06,8891.877909,797
1990,AB,AB,1,2,Annual,199502.3092,8808.124923,777
1990,AB,AB,1,2,Annual,202023.5149,11543.73215,811
1990,AB,AB,1,2,Annual,203785.2702,9322.623222,818
1990,AB,AB,1,2,Annual,207998.9836,9149.244299,829
1990,AB,AB,1,2,Annual,213295.5671,9545.236032,684
1990,AB,AB,1,2,Annual,226746.5329,10025.20344,703
1990,AB,AB,1,2,Annual,238530.652,10488.90857,815
1990,AB,AB,1,2,Annual,248013.6641,11258.28713,687
1990,AB,AB,1,2,Annual,326466.1271,14727.82236,812
1990,AB,AB,1,2,Annual,330637.1163,14644.23697,708
1990,AB,AB,1,2,Annual,341571.0552,15441.15108,779
1990,AB,AB,1,2,Annual,364172.4061,16153.61662,587
1990,AB,AB,1,2,Annual,365844.2577,21581.11171,787
1990,AB,AB,1,2,Annual,416811.6622,23852.19975,821
1990,AB,AB,1,2,Annual,506245.1176,25318.50393,790
1990,AB,AB,1,2,Annual,513226.1344,22743.83455,597
1990,AB,AB,1,2,Annual,523628.803,23252.73972,804
1990,AB,AB,1,2,Annual,532553.9138,31038.10744,9787
1990,AB,AB,1,2,Annual,568012.9385,27240.77901,788
1990,AB,AB,1,2,Annual,573294.8817,25421.45913,594
1990,AB,AB,1,2,Annual,616075.1106,28027.26322,801
1990,AB,AB,1,2,Annual,710364.1334,31826.21322,743
1990,AB,AB,1,2,Annual,721435.3834,31968.69899,806
1990,AB,AB,1,2,Annual,729116.7209,40555.30123,809
1990,AB,AB,1,2,Annual,799415.6123,36368.01975,799
1990,AB,AB,1,2,Annual,810369.9454,35965.47375,683
1990,AB,AB,1,2,Annual,818372.0232,36415.17928,590
1990,AB,AB,1,2,Annual,823663.0082,39473.55173,823
1990,AB,AB,1,2,Annual,831085.906,39394.56253,786
1990,AB,AB,1,2,Annual,870354.3346,39513.12359,750
1990,AB,AB,1,2,Annual,876145.3631,39783.75871,599
1990,AB,AB,1,2,Annual,914565.5741,47867.41267,771
1990,AB,AB,1,2,Annual,917163.9426,41471.61376,9593
1990,AB,AB,1,2,Annual,991625.9111,44592.82927,680
1990,AB,AB,1,2,Annual,997494.526,44399.56451,678
1990,AB,AB,1,2,Annual,1066225.073,47932.06008,593
1990,AB,AB,1,2,Annual,1074672.603,48363.5403,598
1990,AB,AB,1,2,Annual,1080236.468,49143.47505,802
1990,AB,AB,1,2,Annual,1086127.4,48917.30665,681
1990,AB,AB,1,2,Annual,1108734.37,54015.17584,739
1990,AB,AB,1,2,Annual,1119182.435,50148.83589,688
1990,AB,AB,1,2,Annual,1196137.126,53741.38028,595
1990,AB,AB,1,2,Annual,1225493.213,54701.99476,592
1990,AB,AB,1,2,Annual,1278104.586,56497.068,596
1990,AB,AB,1,2,Annual,1370623.128,60537.91355,769
1990,AB,AB,1,2,Annual,1413533.757,63285.31624,591
1990,AB,AB,1,2,Annual,1449683.791,78488.08451,791
1990,AB,AB,1,2,Annual,1514280.553,67745.72891,588
1990,AB,AB,1,2,Annual,1542889.424,68533.52912,586
1990,AB,AB,1,2,Annual,1825801.209,82952.60521,737
1990,AB,AB,1,2,Annual,1873031.399,84334.67012,9687
1990,AB,AB,1,2,Annual,1955969.371,88249.6369,781
1990,AB,AB,1,2,Annual,2203261.251,99396.86624,729
1990,AB,AB,1,2,Annual,2246600.87,111572.6389,800
1990,AB,AB,1,2,Annual,2298778.534,104578.9222,746
1990,AB,AB,1,2,Annual,2375558.888,107818.212,740
1990,AB,AB,1,2,Annual,2397904.045,107486.4588,738
1990,AB,AB,1,2,Annual,2817578.766,127152.6379,728
1990,AB,AB,1,2,Annual,3020606.273,137220.7294,744
1990,AB,AB,1,2,Annual,3282295.508,154920.5936,793
1990,AB,AB,1,2,Annual,3371166.238,189630.0915,828
1990,AB,AB,1,2,Annual,3609521.773,163340.784,727
1990,AB,AB,1,2,Annual,5465094.547,293700.3754,798
1990,AB,AB,1,2,Annual,7014837.885,313238.4828,731
1990,AB,AB,1,2,Annual,7389588.988,334813.9832,730
1990,AB,AB,1,3,Annual,0,0,622
1990,AB,AB,1,3,Annual,0,0,623
1990,AB,AB,1,3,Annual,0,0,625
1990,AB,AB,1,3,Annual,0,0,626
1990,AB,AB,1,3,Annual,0,0,629
1990,AB,AB,1,3,Annual,0,0,630
1990,AB,AB,1,3,Annual,0,0,631
1990,AB,AB,1,3,Annual,0,0,692
1990,AB,AB,1,3,Annual,175.7701798,15.61252853,583
1990,AB,AB,1,3,Annual,289.1116286,26.30525913,609
1990,AB,AB,1,3,Annual,597.9197697,52.57877888,619
1990,AB,AB,1,3,Annual,1317.473549,115.8535876,9607
1990,AB,AB,1,3,Annual,1471.47292,129.3957036,584
1990,AB,AB,1,3,Annual,1516.464496,133.3520908,650
1990,AB,AB,1,3,Annual,1616.46242,142.145526,244
1990,AB,AB,1,3,Annual,3905.867675,348.8218551,838
1990,AB,AB,1,3,Annual,4260.637069,386.9243543,1016
1990,AB,AB,1,3,Annual,5126.603676,450.8139298,611
1990,AB,AB,1,3,Annual,5557.662889,488.7196292,589
1990,AB,AB,1,3,Annual,6326.918929,556.683678,600
1990,AB,AB,1,3,Annual,6609.714743,585.3404613,612
1990,AB,AB,1,3,Annual,8076.949455,714.5219211,617
1990,AB,AB,1,3,Annual,8262.913867,751.813725,836
1990,AB,AB,1,3,Annual,11269.89984,1002.074179,9609
1990,AB,AB,1,3,Annual,11450.69539,1193.904621,814
1990,AB,AB,1,3,Annual,13087.81891,1157.233671,616
1990,AB,AB,1,3,Annual,13771.28731,1371.107172,805
1990,AB,AB,1,3,Annual,15641.22225,1375.429293,679
1990,AB,AB,1,3,Annual,16351.23706,1451.775907,610
1990,AB,AB,1,3,Annual,17006.16211,1495.456887,618
1990,AB,AB,1,3,Annual,17426.12569,1580.226868,837
1990,AB,AB,1,3,Annual,18930.72239,1970.69598,833
1990,AB,AB,1,3,Annual,20760.733,1847.784024,732
1990,AB,AB,1,3,Annual,20899.37595,1846.946404,686
1990,AB,AB,1,3,Annual,22545.08763,1983.691756,615
1990,AB,AB,1,3,Annual,24303.08859,2190.368472,1018
1990,AB,AB,1,3,Annual,31028.44173,2854.183033,797
1990,AB,AB,1,3,Annual,32018.88914,2827.299358,777
1990,AB,AB,1,3,Annual,32423.52708,3705.395504,811
1990,AB,AB,1,3,Annual,32706.27793,2992.44696,818
1990,AB,AB,1,3,Annual,33382.55293,2936.794466,829
1990,AB,AB,1,3,Annual,34232.62187,3063.902924,684
1990,AB,AB,1,3,Annual,36391.41886,3217.966537,703
1990,AB,AB,1,3,Annual,38282.69723,3366.81016,815
1990,AB,AB,1,3,Annual,39804.66214,3613.771178,687
1990,AB,AB,1,3,Annual,52395.79818,4727.449154,812
1990,AB,AB,1,3,Annual,53065.2162,4700.619274,708
1990,AB,AB,1,3,Annual,54820.04589,4956.418865,779
1990,AB,AB,1,3,Annual,58447.42321,5185.111508,587
1990,AB,AB,1,3,Annual,58715.74506,6927.270427,787
1990,AB,AB,1,3,Annual,66895.69887,7656.261648,821
1990,AB,AB,1,3,Annual,81249.2164,8126.927186,790
1990,AB,AB,1,3,Annual,82369.62651,7300.490103,597
1990,AB,AB,1,3,Annual,84039.19061,7463.84238,804
1990,AB,AB,1,3,Annual,85471.61579,9962.849302,9787
1990,AB,AB,1,3,Annual,91162.57037,8743.953758,788
1990,AB,AB,1,3,Annual,92010.28966,8159.974534,594
1990,AB,AB,1,3,Annual,98876.25232,8996.405477,801
1990,AB,AB,1,3,Annual,114009.0584,10215.82153,743
1990,AB,AB,1,3,Annual,115785.9257,10261.5577,806
1990,AB,AB,1,3,Annual,117018.733,13017.75101,809
1990,AB,AB,1,3,Annual,128301.2711,11673.68535,799
1990,AB,AB,1,3,Annual,130059.3739,11544.47306,683
1990,AB,AB,1,3,Annual,131343.658,11688.82298,590
1990,AB,AB,1,3,Annual,132192.8285,12670.52278,823
1990,AB,AB,1,3,Annual,133384.1578,12645.16822,786
1990,AB,AB,1,3,Annual,139686.4982,12683.22486,750
1990,AB,AB,1,3,Annual,140615.9225,12770.09539,599
1990,AB,AB,1,3,Annual,146782.1292,15364.84851,771
1990,AB,AB,1,3,Annual,147199.1513,13311.87602,9593
1990,AB,AB,1,3,Annual,159149.8376,14313.74767,680
1990,AB,AB,1,3,Annual,160091.714,14251.71207,678
1990,AB,AB,1,3,Annual,171122.5426,15385.59953,593
1990,AB,AB,1,3,Annual,172478.319,15524.09935,598
1990,AB,AB,1,3,Annual,173371.285,15774.44878,802
1990,AB,AB,1,3,Annual,174316.7433,15701.85152,681
1990,AB,AB,1,3,Annual,177945.0224,17338.20459,739
1990,AB,AB,1,3,Annual,179621.8722,16097.1572,688
1990,AB,AB,1,3,Annual,191972.6251,17250.3196,595
1990,AB,AB,1,3,Annual,196684.0959,17558.66498,592
1990,AB,AB,1,3,Annual,205127.8966,18134.86133,596
1990,AB,AB,1,3,Annual,219976.5514,19431.92287,769
1990,AB,AB,1,3,Annual,226863.4426,20313.80521,591
1990,AB,AB,1,3,Annual,232665.2998,25193.70614,791
1990,AB,AB,1,3,Annual,243032.6813,21745.54261,588
1990,AB,AB,1,3,Annual,247624.2285,21998.41676,586
1990,AB,AB,1,3,Annual,293029.8237,26626.76217,737
1990,AB,AB,1,3,Annual,300609.9776,27070.38794,9687
1990,AB,AB,1,3,Annual,313921.0102,28327.04394,781
1990,AB,AB,1,3,Annual,353609.8304,31905.16694,729
1990,AB,AB,1,3,Annual,360565.5717,35813.43966,800
1990,AB,AB,1,3,Annual,368939.7647,33568.54292,746
1990,AB,AB,1,3,Annual,381262.5376,34608.31498,740
1990,AB,AB,1,3,Annual,384848.7974,34501.82628,738
1990,AB,AB,1,3,Annual,452203.9995,40814.42697,728
1990,AB,AB,1,3,Annual,484788.6611,44046.16006,744
1990,AB,AB,1,3,Annual,526788.1679,49727.59796,793
1990,AB,AB,1,3,Annual,541051.3715,60868.91826,828
1990,AB,AB,1,3,Annual,579305.9636,52430.3751,727
1990,AB,AB,1,3,Annual,877113.9396,94274.19457,798
1990,AB,AB,1,3,Annual,1125838.179,100545.6858,731
1990,AB,AB,1,3,Annual,1185983.418,107471.1551,730
1990,AB,AB,2,1,Annual,7.174948038,0.775266478,625
1990,AB,AB,2,1,Annual,16.36834425,1.786477133,583
1990,AB,AB,2,1,Annual,22.98178641,2.569363034,609
1990,AB,AB,2,1,Annual,54.96886067,5.939487616,619
1990,AB,AB,2,1,Annual,60.58799258,6.546645269,9607
1990,AB,AB,2,1,Annual,76.82143422,8.300698825,244
1990,AB,AB,2,1,Annual,139.1298953,15.03324391,584
1990,AB,AB,2,1,Annual,206.5644191,22.66764177,838
1990,AB,AB,2,1,Annual,223.4284617,24.14186078,626
1990,AB,AB,2,1,Annual,256.7688623,27.74435306,589
1990,AB,AB,2,1,Annual,272.9202225,30.05133376,631
1990,AB,AB,2,1,Annual,345.7846573,38.65871436,836
1990,AB,AB,2,1,Annual,409.5330304,45.69883442,1016
1990,AB,AB,2,1,Annual,466.6451871,50.45075532,600
1990,AB,AB,2,1,Annual,509.9631469,65.33429768,814
1990,AB,AB,2,1,Annual,585.1454571,71.58554974,805
1990,AB,AB,2,1,Annual,589.5075057,63.69738225,611
1990,AB,AB,2,1,Annual,667.1902766,72.0911501,650
1990,AB,AB,2,1,Annual,793.57807,86.26259392,617
1990,AB,AB,2,1,Annual,799.9871861,89.13869946,837
1990,AB,AB,2,1,Annual,815.3711046,104.2971458,833
1990,AB,AB,2,1,Annual,815.6672888,88.50377203,629
1990,AB,AB,2,1,Annual,1013.18879,110.6967459,9609
1990,AB,AB,2,1,Annual,1166.222864,126.9030451,612
1990,AB,AB,2,1,Annual,1170.73434,126.5400369,630
1990,AB,AB,2,1,Annual,1310.668168,141.6201329,618
1990,AB,AB,2,1,Annual,1352.046511,189.8587465,811
1990,AB,AB,2,1,Annual,1362.522587,154.0033713,797
1990,AB,AB,2,1,Annual,1399.024163,151.2320662,829
1990,AB,AB,2,1,Annual,1415.834155,153.7439457,686
1990,AB,AB,2,1,Annual,1426.595814,157.9869876,1018
1990,AB,AB,2,1,Annual,1438.200405,156.2564142,616
1990,AB,AB,2,1,Annual,1575.399634,177.1131235,818
1990,AB,AB,2,1,Annual,1614.959016,175.2232385,777
1990,AB,AB,2,1,Annual,1657.227931,179.0865656,815
1990,AB,AB,2,1,Annual,1697.093539,185.6004258,732
1990,AB,AB,2,1,Annual,1770.203048,191.2737312,679
1990,AB,AB,2,1,Annual,1828.343801,197.7940557,622
1990,AB,AB,2,1,Annual,2034.196473,226.9260053,687
1990,AB,AB,2,1,Annual,2223.333668,240.3762572,615
1990,AB,AB,2,1,Annual,2384.652185,264.9221759,779
1990,AB,AB,2,1,Annual,2404.171815,348.5280454,787
1990,AB,AB,2,1,Annual,2658.576973,289.8055068,587
1990,AB,AB,2,1,Annual,2693.489956,298.6141818,812
1990,AB,AB,2,1,Annual,2858.250504,401.9606349,821
1990,AB,AB,2,1,Annual,3363.434123,413.3850598,790
1990,AB,AB,2,1,Annual,3552.401319,508.8014415,9787
1990,AB,AB,2,1,Annual,3814.728398,449.5930365,788
1990,AB,AB,2,1,Annual,3857.097962,420.9261731,804
1990,AB,AB,2,1,Annual,4502.164436,503.3418494,801
1990,AB,AB,2,1,Annual,4795.214987,521.7794986,623
1990,AB,AB,2,1,Annual,4882.589036,537.5870184,743
1990,AB,AB,2,1,Annual,5019.726347,686.1598061,809
1990,AB,AB,2,1,Annual,5477.505408,597.5805424,610
1990,AB,AB,2,1,Annual,5478.233487,645.1962587,823
1990,AB,AB,2,1,Annual,5605.435186,610.462398,597
1990,AB,AB,2,1,Annual,5754.203804,670.3016114,786
1990,AB,AB,2,1,Annual,5817.71651,650.420532,799
1990,AB,AB,2,1,Annual,5914.454652,644.0756623,806
1990,AB,AB,2,1,Annual,6631.520671,852.9682987,771
1990,AB,AB,2,1,Annual,6968.628224,759.3891091,594
1990,AB,AB,2,1,Annual,7011.730554,764.7550215,683
1990,AB,AB,2,1,Annual,7067.803737,788.6944515,599
1990,AB,AB,2,1,Annual,7116.153009,795.5856937,802
1990,AB,AB,2,1,Annual,7227.78895,803.1637232,9593
1990,AB,AB,2,1,Annual,7517.624147,822.6444145,692
1990,AB,AB,2,1,Annual,7951.819738,869.5466044,590
1990,AB,AB,2,1,Annual,8125.417217,972.811313,739
1990,AB,AB,2,1,Annual,8227.021758,905.9354945,688
1990,AB,AB,2,1,Annual,8585.317865,957.8473553,750
1990,AB,AB,2,1,Annual,8831.801281,959.6138046,703
1990,AB,AB,2,1,Annual,9343.980815,1031.702406,595
1990,AB,AB,2,1,Annual,9546.90557,1270.245699,791
1990,AB,AB,2,1,Annual,9742.574996,1076.330434,593
1990,AB,AB,2,1,Annual,9877.749975,1091.615892,680
1990,AB,AB,2,1,Annual,9987.725401,1104.59522,598
1990,AB,AB,2,1,Annual,10296.77453,1117.648539,769
1990,AB,AB,2,1,Annual,10298.74733,1139.884451,681
1990,AB,AB,2,1,Annual,10510.30118,1143.997205,708
1990,AB,AB,2,1,Annual,10732.76561,1165.91213,596
1990,AB,AB,2,1,Annual,11322.83151,1235.998654,586
1990,AB,AB,2,1,Annual,12519.67872,1376.459438,588
1990,AB,AB,2,1,Annual,12931.69518,1433.841002,781
1990,AB,AB,2,1,Annual,14546.20164,1599.738898,684
1990,AB,AB,2,1,Annual,14661.80008,1613.164746,591
1990,AB,AB,2,1,Annual,14733.56208,1645.049444,737
1990,AB,AB,2,1,Annual,15176.6755,1682.588836,729
1990,AB,AB,2,1,Annual,15667.29419,1912.143316,800
1990,AB,AB,2,1,Annual,15760.80943,1724.016294,678
1990,AB,AB,2,1,Annual,15915.80697,1745.884766,592
1990,AB,AB,2,1,Annual,15927.07335,1754.496854,738
1990,AB,AB,2,1,Annual,16052.14917,1776.188028,9687
1990,AB,AB,2,1,Annual,16686.53668,1865.554302,746
1990,AB,AB,2,1,Annual,17117.86804,1909.284549,740
1990,AB,AB,2,1,Annual,19731.48029,2188.283751,728
1990,AB,AB,2,1,Annual,21173.84493,2363.850413,744
1990,AB,AB,2,1,Annual,22308.48154,3083.839416,828
1990,AB,AB,2,1,Annual,22639.52811,2625.992633,793
1990,AB,AB,2,1,Annual,29017.96616,3227.056719,727
1990,AB,AB,2,1,Annual,37902.34532,5005.731661,798
1990,AB,AB,2,1,Annual,49691.71914,5453.008238,731
1990,AB,AB,2,1,Annual,50960.49777,5674.291263,730
1990,AB,AB,2,2,Annual,68.67450265,2.056667231,625
1990,AB,AB,2,2,Annual,156.6684378,4.739259446,583
1990,AB,AB,2,2,Annual,219.9685271,6.816139878,609
1990,AB,AB,2,2,Annual,526.1305236,15.75658163,619
1990,AB,AB,2,2,Annual,579.9136433,17.36728103,9607
1990,AB,AB,2,2,Annual,735.2908704,22.02052552,244
1990,AB,AB,2,2,Annual,1331.671855,39.88097126,584
1990,AB,AB,2,2,Annual,1977.116583,60.13389894,838
1990,AB,AB,2,2,Annual,2138.529562,64.04478378,626
1990,AB,AB,2,2,Annual,2457.644825,73.60166265,589
1990,AB,AB,2,2,Annual,2612.236415,79.72174104,631
1990,AB,AB,2,2,Annual,3309.653149,102.5558479,836
1990,AB,AB,2,2,Annual,3919.816148,121.2322445,1016
1990,AB,AB,2,2,Annual,4466.461077,133.8383874,600
1990,AB,AB,2,2,Annual,4881.075835,173.3222226,814
1990,AB,AB,2,2,Annual,5600.677947,189.9058692,805
1990,AB,AB,2,2,Annual,5642.428984,168.9797282,611
1990,AB,AB,2,2,Annual,6385.964076,191.2471521,650
1990,AB,AB,2,2,Annual,7595.675813,228.8418953,617
1990,AB,AB,2,2,Annual,7657.02021,236.4717776,837
1990,AB,AB,2,2,Annual,7804.266287,276.6848924,833
1990,AB,AB,2,2,Annual,7807.101193,234.7874091,629
1990,AB,AB,2,2,Annual,9697.664132,293.6620844,9609
1990,AB,AB,2,2,Annual,11162.41884,336.6549977,612
1990,AB,AB,2,2,Annual,11205.60011,335.6919908,630
1990,AB,AB,2,2,Annual,12544.96675,375.6972536,618
1990,AB,AB,2,2,Annual,12941.01661,503.6671563,811
1990,AB,AB,2,2,Annual,13041.28762,408.5481525,797
1990,AB,AB,2,2,Annual,13390.65985,401.1962901,829
1990,AB,AB,2,2,Annual,13551.55548,407.8599346,686
1990,AB,AB,2,2,Annual,13654.55993,419.1160969,1018
1990,AB,AB,2,2,Annual,13765.63245,414.5251419,616
1990,AB,AB,2,2,Annual,15078.82507,469.8549048,818
1990,AB,AB,2,2,Annual,15457.46487,464.8413197,777
1990,AB,AB,2,2,Annual,15862.03877,475.0901548,815
1990,AB,AB,2,2,Annual,16243.60959,492.3704617,732
1990,AB,AB,2,2,Annual,16943.37203,507.4209014,679
1990,AB,AB,2,2,Annual,17499.8621,524.7183573,622
1990,AB,AB,2,2,Annual,19470.16624,602.0011082,687
1990,AB,AB,2,2,Annual,21280.4794,637.6826361,615
1990,AB,AB,2,2,Annual,22824.52805,702.7993256,779
1990,AB,AB,2,2,Annual,23011.35881,924.5933241,787
1990,AB,AB,2,2,Annual,25446.3796,768.81112,587
1990,AB,AB,2,2,Annual,25780.54672,792.1792312,812
1990,AB,AB,2,2,Annual,27357.54054,1066.342076,821
